
0.041	0.699623	0.0205099	-0.00410214	0.499724	1.0063	-1.60576e-05	0.0410401	0.00168202	-0.000136621	0.998112	-0.00168056	0.0409283	0.307533	-0.00116895	1.00293	0.0820999	-0.00998762	-0.0918912	-0.0819574	0.994757
0.042	0.699619	0.0210096	-0.0042028	0.499686	1.00662	-1.7255e-05	0.0420431	0.00176513	-0.000146853	0.998019	-0.00176352	0.0419229	0.315033	-0.00122589	1.00308	0.0841074	-0.0104796	-0.0941132	-0.0839542	0.994499
0.043	0.699614	0.0215093	-0.0043035	0.499647	1.00693	-1.85099e-05	0.0430463	0.00185024	-0.000157584	0.997924	-0.00184847	0.0429173	0.322533	-0.00128414	1.00322	0.0861153	-0.0109833	-0.0963339	-0.0859509	0.994234
0.044	0.69961	0.0220089	-0.00440425	0.499607	1.00726	-1.98237e-05	0.0440496	0.00193736	-0.000168824	0.997827	-0.00193542	0.0439114	0.330033	-0.00134367	1.00338	0.0881235	-0.0114988	-0.0985532	-0.0879473	0.993964
0.045	0.699606	0.0225085	-0.00450504	0.499566	1.00759	-2.11976e-05	0.045053	0.00202649	-0.000180585	0.997727	-0.00202437	0.0449052	0.337533	-0.00140449	1.00353	0.0901321	-0.012026	-0.100771	-0.0899436	0.993687
0.046	0.699601	0.0230081	-0.00460587	0.499524	1.00794	-2.26331e-05	0.0460567	0.00211762	-0.00019288	0.997625	-0.00211531	0.0458988	0.345033	-0.00146659	1.00369	0.0921411	-0.0125649	-0.102987	-0.0919398	0.993404
0.047	0.699596	0.0235076	-0.00470676	0.499481	1.00828	-2.41312e-05	0.0470604	0.00221077	-0.000205719	0.997521	-0.00220825	0.046892	0.352533	-0.00152997	1.00385	0.0941506	-0.0131155	-0.105202	-0.0939357	0.993115
0.048	0.699592	0.024007	-0.00480769	0.499437	1.00864	-2.56934e-05	0.0480644	0.00230592	-0.000219115	0.997415	-0.00230318	0.047885	0.360033	-0.00159462	1.00401	0.0961604	-0.0136778	-0.107416	-0.0959315	0.99282
0.049	0.699587	0.0245064	-0.00490867	0.499393	1.009	-2.73209e-05	0.0490684	0.00240309	-0.000233078	0.997306	-0.00240011	0.0488777	0.367533	-0.00166053	1.00418	0.0981706	-0.0142518	-0.109627	-0.0979271	0.992518
0.05	0.699582	0.0250058	-0.00500971	0.499347	1.00938	-2.90149e-05	0.0500727	0.00250226	-0.000247622	0.997195	-0.00249903	0.04987	0.375033	-0.00172771	1.00435	0.100181	-0.0148374	-0.111838	-0.0999225	0.992211
0.051	0.699577	0.0255051	-0.00511079	0.499301	1.00975	-3.07767e-05	0.0510772	0.00260345	-0.000262757	0.997083	-0.00259995	0.0508621	0.382532	-0.00179613	1.00453	0.102192	-0.0154348	-0.114046	-0.101918	0.991897
0.052	0.699572	0.0260044	-0.00521192	0.499253	1.01014	-3.26076e-05	0.0520818	0.00270665	-0.000278495	0.996967	-0.00270287	0.0518538	0.390032	-0.0018658	1.00471	0.104204	-0.0160438	-0.116253	-0.103913	0.991577
0.053	0.699566	0.0265036	-0.00531311	0.499205	1.01053	-3.45087e-05	0.0530866	0.00281186	-0.000294849	0.99685	-0.00280778	0.0528452	0.397532	-0.00193671	1.00489	0.106216	-0.0166645	-0.118458	-0.105908	0.991251
0.054	0.699561	0.0270028	-0.00541436	0.499156	1.01094	-3.64814e-05	0.0540916	0.00291908	-0.000311828	0.99673	-0.00291469	0.0538363	0.405031	-0.00200886	1.00507	0.108228	-0.0172968	-0.120662	-0.107902	0.990919
0.055	0.699555	0.0275019	-0.00551565	0.499106	1.01135	-3.85269e-05	0.0550967	0.00302832	-0.000329446	0.996609	-0.00302359	0.0548271	0.412531	-0.00208223	1.00526	0.110241	-0.0179407	-0.122863	-0.109897	0.990581
0.056	0.69955	0.028001	-0.00561701	0.499055	1.01176	-4.06463e-05	0.0561021	0.00313957	-0.000347714	0.996485	-0.00313448	0.0558175	0.42003	-0.00215683	1.00545	0.112255	-0.0185963	-0.125063	-0.111891	0.990236
0.057	0.699544	0.0285001	-0.00571842	0.499003	1.01219	-4.28409e-05	0.0571076	0.00325283	-0.000366643	0.996359	-0.00324737	0.0568075	0.42753	-0.00223264	1.00565	0.114269	-0.0192635	-0.127261	-0.113885	0.989886
0.058	0.699538	0.028999	-0.00581989	0.49895	1.01262	-4.5112e-05	0.0581134	0.0033681	-0.000386244	0.99623	-0.00336225	0.0577972	0.435029	-0.00230965	1.00585	0.116283	-0.0199423	-0.129458	-0.115879	0.989529
0.059	0.699533	0.029498	-0.00592142	0.498896	1.01306	-4.74606e-05	0.0591193	0.00348539	-0.000406531	0.9961	-0.00347912	0.0587866	0.442529	-0.00238787	1.00605	0.118298	-0.0206327	-0.131652	-0.117872	0.989167
0.06	0.699527	0.0299968	-0.006023	0.498842	1.0135	-4.98881e-05	0.0601255	0.0036047	-0.000427514	0.995967	-0.00359799	0.0597756	0.450028	-0.00246729	1.00626	0.120314	-0.0213346	-0.133845	-0.119866	0.988798
0.061	0.699521	0.0304956	-0.00612465	0.498786	1.01396	-5.23956e-05	0.0611318	0.00372602	-0.000449204	0.995832	-0.00371886	0.0607642	0.457527	-0.00254788	1.00646	0.12233	-0.0220482	-0.136035	-0.121859	0.988423
0.062	0.699514	0.0309944	-0.00622636	0.49873	1.01442	-5.49843e-05	0.0621384	0.00384936	-0.000471614	0.995695	-0.00384171	0.0617524	0.465027	-0.00262966	1.00668	0.124346	-0.0227732	-0.138224	-0.123852	0.988042
0.063	0.699508	0.0314931	-0.00632813	0.498673	1.01489	-5.76553e-05	0.0631452	0.00397471	-0.000494754	0.995556	-0.00396656	0.0627403	0.472526	-0.00271262	1.00689	0.126363	-0.0235099	-0.140411	-0.125844	0.987655
0.064	0.699502	0.0319917	-0.00642997	0.498615	1.01536	-6.04099e-05	0.0641522	0.00410209	-0.000518637	0.995414	-0.0040934	0.0637277	0.480025	-0.00279674	1.00711	0.128381	-0.0242581	-0.142595	-0.127837	0.987262
0.065	0.699495	0.0324903	-0.00653187	0.498555	1.01585	-6.32492e-05	0.0651594	0.00423147	-0.000543274	0.99527	-0.00422223	0.0647148	0.487524	-0.00288201	1.00733	0.130399	-0.0250178	-0.144778	-0.129829	0.986863
0.066	0.699489	0.0329889	-0.00663383	0.498496	1.01634	-6.61743e-05	0.0661669	0.00436288	-0.000568677	0.995124	-0.00435306	0.0657014	0.495023	-0.00296844	1.00756	0.132418	-0.025789	-0.146959	-0.131821	0.986458
0.067	0.699482	0.0334873	-0.00673587	0.498435	1.01684	-6.91865e-05	0.0671745	0.00449631	-0.000594856	0.994976	-0.00448587	0.0666877	0.502522	-0.00305601	1.00779	0.134437	-0.0265717	-0.149137	-0.133812	0.986047
0.068	0.699475	0.0339857	-0.00683796	0.498373	1.01734	-7.22867e-05	0.0681824	0.00463176	-0.000621824	0.994826	-0.00462068	0.0676735	0.510021	-0.00314472	1.00802	0.136457	-0.0273659	-0.151313	-0.135804	0.985629
0.069	0.699468	0.0344841	-0.00694013	0.49831	1.01786	-7.54763e-05	0.0691906	0.00476922	-0.000649592	0.994674	-0.00475748	0.068659	0.51752	-0.00323456	1.00825	0.138477	-0.0281716	-0.153488	-0.137795	0.985206
0.07	0.699461	0.0349823	-0.00704237	0.498247	1.01838	-7.87562e-05	0.070199	0.00490871	-0.000678171	0.994519	-0.00489627	0.069644	0.525019	-0.00332551	1.00849	0.140498	-0.0289887	-0.155659	-0.139786	0.984777
